set_id,distance,point_rank,point_idx,w_score_center,w_score_fusion,x_offset,y_offset,z_offset,side
0,5,0,39,2.0897604677008306,2.1051709197224806,2.2933851135410652,0.8415940561223156,0.801928660059161,left
0,5,1,48,2.0860863862242534,2.1051709197224806,1.8028708424366582,0.26454339753886014,1.2209490762181587,right
0,5,2,2,2.085210304509898,2.1051709197224806,1.9284371760255157,0.8605324907810203,0.8367185564737077,left
0,5,3,25,2.0816874016102345,2.1051709197224806,1.479944830699441,0.04161397461289562,0.9255946522699446,left
0,5,4,14,2.075018047799243,2.1051709197224806,0.14339967987743596,-0.3445939492227897,1.598273364421138,left
0,5,5,8,2.0737622683685046,2.1051709197224806,3.1185300950117663,0.7059088134946507,2.297819050531398,left
0,5,6,27,2.072157606771934,2.1051709197224806,2.5676765021536454,0.5493658495261289,0.3929653901502884,right
0,5,7,46,2.0701451010573053,2.1051709197224806,2.4546568346339694,-0.2600974382917487,1.581350741725867,left
0,5,8,38,2.07011173928872,2.1051709197224806,1.2867880192978216,0.8891612314167845,1.893938013308889,right
0,5,9,4,2.0698647540791777,2.1051709197224806,-0.02874481168660925,-0.015149922571029095,2.2406581285081875,left
0,5,10,24,2.068692786171432,2.1051709197224806,3.1472716033886767,-0.3532918193827234,2.1838541987211304,left
0,5,11,21,2.067902863323387,2.1051709197224806,-0.5143988584799011,-0.257696507478818,1.1991011113465528,left
0,5,12,47,2.0673610054998104,2.1051709197224806,2.710824578906374,0.612224733889936,1.5188451421817182,right
0,5,13,32,2.06645487914543,2.1051709197224806,2.8299224243261634,-0.668117820772018,1.517785846330822,left
0,5,14,5,2.0652435142215926,2.1051709197224806,0.31014176962703344,-0.12181469926675881,1.7153140153670494,left
0,5,15,15,2.064803468572567,2.1051709197224806,-0.4269486685022058,-0.6743726210979296,1.713343083609538,right
0,5,16,20,2.0638463147317427,2.1051709197224806,-0.8684221672003253,0.7737837239076517,0.03310868424210214,left
0,5,17,11,2.063129454066072,2.1051709197224806,0.5187528412272484,0.5749952444184561,1.4213285838601908,left
0,5,18,36,2.0624403914616254,2.1051709197224806,-0.08725589170746251,0.9595818856969724,0.5191817953015864,left
0,5,19,43,2.0623864626864172,2.1051709197224806,2.8658709526378026,0.14711167240270318,2.2086485754648226,right
0,5,20,10,2.062258792652814,2.1051709197224806,1.2484496085859256,-0.4793012693176042,1.523312451737624,left
