mode,probe_id,distance,center_det_rate,fusion_det_rate,center_exist_prob,fusion_exist_prob,points
benign,-1,5,1.0,1.0,0.6189670562744141,0.10000000149011612,[]
attack,0,5,1.0,0.0,0.5813825726509094,0.0,"[{'x_offset': 1.9714992759472114, 'y_offset': 0.23484153314469514, 'z_offset': 0.04668887564123549, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 3.076103333342659, 'y_offset': -0.27003229875216794, 'z_offset': 1.6778994639320872, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': -0.5838500953365946, 'y_offset': 0.07332280328107543, 'z_offset': 1.0148709396017734, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 1.4465735733060407, 'y_offset': 0.7253229122292459, 'z_offset': 1.1023752069859751, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 0.9572249577271745, 'y_offset': 0.7542228241808318, 'z_offset': 1.3836715233704555, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': -0.5221890310494128, 'y_offset': -0.6907829512920791, 'z_offset': 1.5699701373788042, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': -0.9553890797673911, 'y_offset': 0.5098081027452099, 'z_offset': 0.13614296828551248, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 0.24100049232028598, 'y_offset': 0.2795462064331692, 'z_offset': 2.1824080109750885, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 1.0399127479608947, 'y_offset': -0.17599071569563518, 'z_offset': 1.7861213739042208, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 2.7542468855380067, 'y_offset': 0.48590461116093264, 'z_offset': 0.8081155577167095, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 2.9733645999502647, 'y_offset': 0.9912835699337137, 'z_offset': 1.554733038955421, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 2.388959807712844, 'y_offset': 0.38031012593443836, 'z_offset': 0.7003621517656626, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 2.1332720869432347, 'y_offset': 0.1795120993085132, 'z_offset': 0.2552663256198867, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 3.9949817749167478, 'y_offset': 0.4581190384342715, 'z_offset': 1.7282438218033216, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 1.4814797080950295, 'y_offset': 0.6321994327631617, 'z_offset': 1.7111354347063097, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 3.325309748590512, 'y_offset': -0.21778108274311136, 'z_offset': 2.0590112290590574, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 0.025392653844307, 'y_offset': 0.6893211801378321, 'z_offset': 1.8294679558553884, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 3.921305245889142, 'y_offset': 0.3337018976125552, 'z_offset': 2.129298562094818, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 0.3262528994470797, 'y_offset': 0.8800807021644717, 'z_offset': 0.8461408309977363, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': -0.8258278549031519, 'y_offset': -0.12029144614176446, 'z_offset': 1.6158248992521076, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 1.0798696097697804, 'y_offset': 0.5965835356311717, 'z_offset': 0.8405942740146645, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 2.9510833985708755, 'y_offset': 0.1327677126623783, 'z_offset': 0.04589459971716106, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': -0.17194008765569835, 'y_offset': 0.1109176003112412, 'z_offset': 1.1711184386731783, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 1.7997144322376943, 'y_offset': 0.5755442872624308, 'z_offset': 0.19783931437415195, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 2.11748150767178, 'y_offset': 0.0417654726032457, 'z_offset': 0.15529352375583144, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 1.6587982899782245, 'y_offset': 0.9542837554879451, 'z_offset': 0.756272255954032, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 1.143851499947523, 'y_offset': -0.5917549992918507, 'z_offset': 1.5561927381438305, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 3.2772400706258322, 'y_offset': 0.8348490961231136, 'z_offset': 0.38225045445592354, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': -0.24219911627117752, 'y_offset': 0.1329829064906355, 'z_offset': 0.8864288529384654, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 2.57356797010856, 'y_offset': 0.42629571586609516, 'z_offset': 1.6845799086886928, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 2.0155366515051725, 'y_offset': 0.6375913438845333, 'z_offset': 1.151519157031454, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': -0.18772096884450218, 'y_offset': 0.3834696332888903, 'z_offset': 0.41383482503279406, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': -0.37285805384506787, 'y_offset': -0.06682572953272048, 'z_offset': 1.312792004342913, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 3.889039026459824, 'y_offset': 0.799874675920716, 'z_offset': 1.6594733402112705, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 3.721978294545467, 'y_offset': 0.9111748703941085, 'z_offset': 0.25146310895071616, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 3.674208585253716, 'y_offset': 0.40274589598586075, 'z_offset': 1.1199528026537093, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': -0.20738784770139596, 'y_offset': 0.18316552078075865, 'z_offset': 0.3481475120745895, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 1.9410642841473207, 'y_offset': 0.1050218114686926, 'z_offset': 1.296120992013126, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 2.644769080528108, 'y_offset': -0.51811443035279, 'z_offset': 1.8261314006324798, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 2.5677102681121524, 'y_offset': 0.11856494556302055, 'z_offset': 0.6092131498776542, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': -0.23971400651583674, 'y_offset': 0.8346473636107248, 'z_offset': 0.7824917882484488, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 3.4847117500600477, 'y_offset': 0.6317574985456322, 'z_offset': 0.9653708389348433, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 0.966417536322222, 'y_offset': 0.7647155365229508, 'z_offset': 1.850227901263671, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 2.862322923451669, 'y_offset': 0.9959444754223745, 'z_offset': 1.569193483708593, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': -0.20996613824190458, 'y_offset': 0.8417762907921913, 'z_offset': 0.28513797499426247, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': -0.968025274406706, 'y_offset': 0.043529008633598765, 'z_offset': 1.7325848559113013, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 1.1635510261921547, 'y_offset': -0.6853409583591843, 'z_offset': 1.7829050086625038, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 3.0270125016636875, 'y_offset': 0.2984930309295535, 'z_offset': 1.1458385454991304, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 0.07948422799407684, 'y_offset': 0.28110223930103573, 'z_offset': 1.0316927588993507, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 2.2973631382353332, 'y_offset': 0.43930512219766893, 'z_offset': 1.8333464147153413, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}]"
attack,1,5,1.0,0.0,0.596896767616272,0.0,"[{'x_offset': 0.582016143976614, 'y_offset': 0.9234241042195976, 'z_offset': 0.45486141875597413, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 0.32624861009474015, 'y_offset': 0.17928654025098356, 'z_offset': 0.016841609302625536, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': -0.02876238759338423, 'y_offset': 0.06352112885131878, 'z_offset': 1.735722106323826, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 3.598655207879963, 'y_offset': 0.9059799165945126, 'z_offset': 0.37088434298588846, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': -0.5316713117696056, 'y_offset': 0.9591283251782927, 'z_offset': 0.31543440447862436, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': -0.5302063749313687, 'y_offset': -0.4514182645702258, 'z_offset': 0.9876696618343084, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': -0.1499616805288153, 'y_offset': 0.7050406303637504, 'z_offset': 2.269613177116954, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 1.6908348937894333, 'y_offset': 0.00021590751989841728, 'z_offset': 1.767761551884578, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 2.6790092140066437, 'y_offset': 0.13187511111202177, 'z_offset': 0.5946929700560472, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 3.4950910961781583, 'y_offset': 0.7746012013152861, 'z_offset': 0.17325783426909477, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 3.392029947778587, 'y_offset': -0.5225382372539389, 'z_offset': 1.7162173582191538, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 0.4082685853787569, 'y_offset': 0.18282007476655804, 'z_offset': 1.9905865483038978, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': -0.030379077025152412, 'y_offset': 0.3234706745236393, 'z_offset': 0.7996690438494721, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 3.971053087723555, 'y_offset': 0.5736383124656961, 'z_offset': 1.9709287721948394, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': -0.3082465343101256, 'y_offset': -0.18988877743975296, 'z_offset': 1.8906761261452238, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': -0.9734244373796999, 'y_offset': 0.8636586849874541, 'z_offset': 0.39020939519162395, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 3.4005548349139785, 'y_offset': 0.800653035723812, 'z_offset': 2.1245850735755383, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 0.7564463537160202, 'y_offset': 0.5151851276529911, 'z_offset': 0.32571719527699283, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': -0.6714520742416521, 'y_offset': -0.26018646600957224, 'z_offset': 1.9270931858377622, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 3.292743485316442, 'y_offset': 0.34578918445742324, 'z_offset': 0.48977578778112274, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 2.528408784404374, 'y_offset': 0.7277695796452048, 'z_offset': 0.39059695138063516, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': -0.36380050159556665, 'y_offset': -0.062394618674402436, 'z_offset': 0.9797984746820588, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 1.6299619810670722, 'y_offset': -0.6568806578901247, 'z_offset': 2.060847199852609, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 1.2663560580041722, 'y_offset': 0.22872026988073813, 'z_offset': 1.1366279588296089, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 1.2321537659665354, 'y_offset': 0.46441314745948015, 'z_offset': 0.24704626954866707, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': -0.17347795096790763, 'y_offset': -0.12905416304012984, 'z_offset': 1.6127890574804853, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': -0.2890526934574674, 'y_offset': -0.5312409298039483, 'z_offset': 0.7764915828885344, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 0.3957946682132727, 'y_offset': 0.03010147227057891, 'z_offset': 0.9585073629447545, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 2.5801017438889993, 'y_offset': 0.9488100745756489, 'z_offset': 1.7766752448081713, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 1.4212021875173746, 'y_offset': 0.21360780856396122, 'z_offset': 0.28434897839477696, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 3.6955904581217984, 'y_offset': 0.17190500615435778, 'z_offset': 2.170188813186694, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': -0.5585926359171747, 'y_offset': -0.18810991168293367, 'z_offset': 2.1386453348022334, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 3.2905995045118477, 'y_offset': 0.00031283885320210203, 'z_offset': 2.2131690514764815, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 1.7587826683264027, 'y_offset': -0.4481868491890757, 'z_offset': 1.8850091743805109, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 0.35470197051570196, 'y_offset': -0.35208438634710665, 'z_offset': 1.4051770548161582, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': -0.36416788968765124, 'y_offset': 0.35950218267317546, 'z_offset': 0.7588981372704807, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': -0.2758134621466465, 'y_offset': 0.7486516398451024, 'z_offset': 0.08313986370539006, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 1.2944272922074953, 'y_offset': 0.08890258743057688, 'z_offset': 2.1809769358291105, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 3.1753077172604796, 'y_offset': 0.8835959606218495, 'z_offset': 0.509077239111467, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 3.0355067846536743, 'y_offset': 0.352979633642315, 'z_offset': 0.3568348479614194, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 1.358924882490899, 'y_offset': 0.16649454459242963, 'z_offset': 1.2725815869519914, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': -0.3273520649036584, 'y_offset': 0.3947020098196685, 'z_offset': 0.9462184702169821, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 1.3890308866995569, 'y_offset': 0.3229685032152234, 'z_offset': 0.6392871068243653, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': -0.7367871172271753, 'y_offset': -0.2999630645231274, 'z_offset': 0.01639459123833027, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': -0.8214680645161362, 'y_offset': -0.5496533256005748, 'z_offset': 0.27401380790440527, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 3.6082170238828386, 'y_offset': -0.45544621923942075, 'z_offset': 1.7326827717072597, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 0.9756579399073659, 'y_offset': 0.3889097501192036, 'z_offset': 1.759296695768396, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 0.9463313384756193, 'y_offset': 0.7938488442006093, 'z_offset': 2.025598584084512, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 2.7807312193090614, 'y_offset': 0.651102182619901, 'z_offset': 2.230966887524976, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 0.2795339243047199, 'y_offset': 0.9088142107897346, 'z_offset': 1.177952533329649, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}]"
attack,2,5,1.0,0.0,0.5970986485481262,0.0,"[{'x_offset': 0.6788944345181478, 'y_offset': -0.21507495657357167, 'z_offset': 1.5506162697808394, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 2.0856917913957433, 'y_offset': -0.271000932387228, 'z_offset': 1.5381859867763463, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 0.5131589331354534, 'y_offset': -0.046732829386313735, 'z_offset': 1.6254474796055864, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 2.051209683958263, 'y_offset': 0.7310600286263838, 'z_offset': 1.0481451974439002, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 1.6165615366225876, 'y_offset': 0.32514578371268654, 'z_offset': 1.5704281793334338, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 3.300933909520836, 'y_offset': 0.9673382686164749, 'z_offset': 1.2980800253278397, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': -0.3853839090215724, 'y_offset': 0.5064524999884106, 'z_offset': 2.2206497079783416, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': -0.049719535699283224, 'y_offset': 0.6220108124809005, 'z_offset': 1.0362753146221275, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 2.3927312887574974, 'y_offset': 0.8944402942588625, 'z_offset': 0.04604217178934516, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 2.1470970950694115, 'y_offset': -0.6162606048566829, 'z_offset': 2.204728985074578, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 3.9160569876875604, 'y_offset': 0.7578185744916264, 'z_offset': 0.9706351327644827, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 3.9675229998100656, 'y_offset': 0.8882598645854833, 'z_offset': 1.285051291321678, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': -0.4901679054376431, 'y_offset': 0.010105922290675529, 'z_offset': 0.8665457931661498, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 3.67774545119261, 'y_offset': 0.2053463890295314, 'z_offset': 1.8679552355923341, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 2.438011962075251, 'y_offset': 0.21257735886691953, 'z_offset': 2.080268145020025, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': -0.14927173527643356, 'y_offset': -0.5671430369529658, 'z_offset': 0.09920231030595869, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': -0.7678722782896427, 'y_offset': 0.6919936695532067, 'z_offset': 1.0788505466462839, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 1.9328377640427061, 'y_offset': 0.3834533815672856, 'z_offset': 1.3094561839397798, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': -0.91746439351746, 'y_offset': 0.5464588116623035, 'z_offset': 0.6090363076551439, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 1.5081607262778332, 'y_offset': 0.597349025795098, 'z_offset': 1.158940960471279, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': -0.24314484942014014, 'y_offset': 0.5201993819469746, 'z_offset': 1.177588568307037, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 0.42015067312950105, 'y_offset': -0.5518366574926724, 'z_offset': 1.8278402815013581, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 1.865487084919312, 'y_offset': 0.7932426667991541, 'z_offset': 2.1660621720374844, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 2.803729273978429, 'y_offset': 0.9829361699297614, 'z_offset': 0.15109546387335487, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 2.5745841083589274, 'y_offset': 0.844629848438083, 'z_offset': 1.5428302583925262, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 1.98148842358109, 'y_offset': 0.8621468908788843, 'z_offset': 1.1347959541786632, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 1.661597131580296, 'y_offset': 0.36385616261505693, 'z_offset': 0.9247947727891154, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 0.37794872679270997, 'y_offset': 0.621330230838143, 'z_offset': 1.5993507732095684, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 2.101492192316757, 'y_offset': 0.02909964170315571, 'z_offset': 0.8613806271108349, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 1.1301432760992807, 'y_offset': 0.869935999620254, 'z_offset': 0.36851762808329536, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 2.0271683384015957, 'y_offset': -0.5537903676405798, 'z_offset': 2.143576834689871, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': -0.31561799186273964, 'y_offset': -0.15065493760136184, 'z_offset': 1.1665820525415609, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': -0.3904306879156052, 'y_offset': 0.8949935217252496, 'z_offset': 1.7115480460285952, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 3.1622535487577963, 'y_offset': 0.6846048143289014, 'z_offset': 0.39341706937374993, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 2.325313766453768, 'y_offset': 0.9601943332076306, 'z_offset': 0.36460173131842233, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 0.917841052175453, 'y_offset': 0.30505914002352763, 'z_offset': 2.1305680320963822, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 1.082188736707848, 'y_offset': 0.06742667208409336, 'z_offset': 0.18619195950398804, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 1.470581234031834, 'y_offset': -0.4769078423627806, 'z_offset': 1.5312549115566187, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 2.0490304260884105, 'y_offset': -0.6906798866385419, 'z_offset': 2.1927025460190634, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 1.0334169789606933, 'y_offset': 0.4577013355472146, 'z_offset': 0.4932284892142038, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 3.548574605950713, 'y_offset': 0.13490689116671417, 'z_offset': 1.8987462192244438, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': -0.5501506236628747, 'y_offset': 0.8314974810230797, 'z_offset': 0.07794530660143492, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 0.9151947196751089, 'y_offset': 0.9174966151568835, 'z_offset': 0.37954820026427777, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 1.113018228380788, 'y_offset': 0.28286236961680467, 'z_offset': 0.4440381250345374, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': 0.6687185956901673, 'y_offset': -0.6468783682399585, 'z_offset': 2.026848491069041, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': -0.642483725521821, 'y_offset': -0.5585459377336832, 'z_offset': 1.807533290954136, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 3.87659694641213, 'y_offset': -0.6512848655774727, 'z_offset': 1.542557700250739, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 3.223161342988581, 'y_offset': 0.8058455963859912, 'z_offset': 2.2443226869853596, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}, {'x_offset': 3.5497718622514425, 'y_offset': 0.8397360492491073, 'z_offset': 1.8736148463672533, 'patch_size': 0.0, 'side': 'right', 'stabilize_anchor': False}, {'x_offset': -0.4936151412561043, 'y_offset': 0.38219744677460743, 'z_offset': 1.44919855448057, 'patch_size': 0.0, 'side': 'left', 'stabilize_anchor': False}]"
