set_id,point_idx,x_offset,y_offset,z_offset,side,avg_w_center,avg_w_fusion,selection_frequency,avg_rank,ranks,num_selected,num_total
0,0,0.5777004113141628,-0.006412924304620815,1.567007265430134,left,2.4076210420610966,2.1051709197224806,0.0,nan,[],0,6
0,1,2.140293058663799,-0.4509074242652201,2.0935788632996557,right,2.3905977557135483,2.1066316269408483,0.0,nan,[],0,6
0,2,1.5811493071296665,0.8572862192912927,1.7956552352625326,right,2.3954613440608554,2.1051709197224806,0.16666666666666666,0.0,[0],1,6
0,3,3.1296723999366742,-0.03648527552240821,1.8281371368953263,left,2.380830779790339,2.1083579172898284,0.16666666666666666,1.0,[1],1,6
0,4,2.2616917735799045,0.7214799293196144,1.4742779635185401,left,2.385861455021161,2.1082641820672596,0.0,nan,[],0,6
0,5,2.412269082952266,0.4857259880933138,2.2049020605027567,left,2.385374590032535,2.106047344053501,0.0,nan,[],0,6
0,6,0.07363277162905657,-0.4868598839332411,1.523376639774603,right,2.3413397969041596,2.1089270239982834,0.0,nan,[],0,6
0,7,-0.3080929391827272,0.6411079880884891,0.263681428143745,right,2.3613504547156805,2.1063394854971746,0.3333333333333333,2.5,"[1, 4]",2,6
0,8,3.187042922824425,0.22605107559681026,1.6715406995188717,left,2.372469261076508,2.1051709197224806,0.16666666666666666,1.0,[1],1,6
0,9,1.8370364052903407,-0.06209156640639779,2.1073205369810974,right,2.4038523020775693,2.1076749892396824,0.16666666666666666,0.0,[0],1,6
0,10,3.4070059690844783,-0.499819816669638,1.9554070330036508,right,2.3753768197610974,2.1066316269408483,0.16666666666666666,0.0,[0],1,6
0,11,0.7806185720880952,0.9223447476735271,1.0639480163825714,right,2.448054959065502,2.1062664501362565,0.3333333333333333,2.5,"[0, 5]",2,6
0,12,2.5004440954228193,-0.44793274900919555,1.7499675158802142,right,2.3984684156604756,2.1067644185061547,0.0,nan,[],0,6
0,13,-0.5036238522478933,-0.6652649162926672,1.4443866872172881,left,2.339892463082983,2.1064229544810815,0.3333333333333333,1.5,"[1, 2]",2,6
0,14,-0.2862967718248324,0.8406445632161097,0.6186379366581883,left,2.4008168668180705,2.1051709197224806,0.3333333333333333,3.0,"[5, 1]",2,6
0,15,-0.016427210584006535,-0.6782255358340308,0.020766399166198678,left,2.3637775407033423,2.1110137485959517,0.0,nan,[],0,6
0,16,-0.24582364550242675,0.21545443658744046,0.18026712399761657,left,2.409524674038345,2.106144724534726,0.16666666666666666,0.0,[0],1,6
0,17,1.187128701080845,-0.30854833438801527,1.5105548965557531,left,2.3981187080548843,2.1051709197224806,0.0,nan,[],0,6
0,18,1.9904085681774637,0.7260689329276475,2.2113741599893393,right,2.3564412684892155,2.1051709197224806,0.0,nan,[],0,6
0,19,-0.6174327242132812,-0.3052802469931098,2.117356050731212,right,2.374173829100853,2.1051709197224806,0.16666666666666666,2.0,[2],1,6
0,20,0.22393769724431611,0.6929315557283509,0.12294554812755384,right,2.3851116386172166,2.1063394854971746,0.0,nan,[],0,6
0,21,0.9005398352635412,0.10897864580390304,1.6169716343694005,right,2.354824264580754,2.1062664501362565,0.0,nan,[],0,6
0,22,1.6374565641127354,0.6839738995714668,0.8822277647924442,right,2.3755168536956535,2.1076749892396824,0.0,nan,[],0,6
0,23,1.8755158305813389,0.16395444562505035,1.0524013697146748,left,2.3548622090145463,2.109553041377584,0.0,nan,[],0,6
0,24,3.3970170328746514,0.6792131633900877,2.153649320305664,left,2.383043889186805,2.1091546666816656,0.0,nan,[],0,6
0,25,3.7749650008005577,0.26427079347124804,0.1546916790135972,right,2.3566538094475633,2.107508051271869,0.0,nan,[],0,6
0,26,0.5836534319047413,0.48786598082680377,1.8413485892136467,left,2.398987105058725,2.107118529346971,0.0,nan,[],0,6
0,27,3.8015124241448612,0.38392983682801707,1.2541945392896832,right,2.332617388882356,2.1086766170465636,0.0,nan,[],0,6
0,28,0.345220478757827,0.1999727113464882,1.6378797676294041,right,2.3312462820491047,2.1080923341592164,0.0,nan,[],0,6
0,29,-0.6104216837990358,-0.2520662836335302,0.9707760046064676,right,2.346039500356547,2.109553041377584,0.0,nan,[],0,6
0,30,2.31058302513274,0.7738249128275516,2.1952851368213455,left,2.3918060655923004,2.1063394854971746,0.0,nan,[],0,6
0,31,-0.4604364942773611,0.2418304379840025,0.18012490903426234,left,2.356076851764485,2.1066316269408483,0.0,nan,[],0,6
0,32,0.42816987556185104,0.9062541356804434,1.5571911605338844,left,2.3999322356585995,2.1066316269408483,0.5,2.0,"[3, 3, 0]",3,6
0,33,2.0692917436234843,0.6847742925966831,2.191944463194803,left,2.390355025492374,2.1086766170465636,0.16666666666666666,3.0,[3],1,6
0,34,0.8765427693669956,0.41954756459802467,0.6897982365073804,right,2.3848362625934856,2.1073619805500323,0.0,nan,[],0,6
0,35,1.451029955877058,-0.5075280205116878,1.731139856102441,right,2.3611409626443005,2.1051709197224806,0.3333333333333333,3.0,"[4, 2]",2,6
0,36,-0.2286335691104321,0.005111919867859083,1.3297188024429623,right,2.3732972100792686,2.1064229544810815,0.16666666666666666,4.0,[4],1,6
0,37,0.8574699865538669,0.6005023780463077,1.4280393021008135,left,2.380930018263161,2.106923768384522,0.0,nan,[],0,6
0,38,-0.8860867632034183,0.7700915221180147,0.7688112721250582,right,2.3536015575892626,2.1072330946189997,0.0,nan,[],0,6
0,39,-0.22633699121569617,-0.10634949345253142,0.7408969455948129,left,2.394409322812199,2.1104294657086045,0.16666666666666666,2.0,[2],1,6
